arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.6007	0.0007	29.936	variational?		html	4	fPEPS-GO [ 19 ]	4	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2506.08329	yes	Neuralized Fermionic Tensor Networks for Quantum Many-Body Systems	Hubbard/square_36_P_18_4	WEAKER	-0.5786	0.0004	32.514	variational?		html	4	fPEPS-SU [ 19 ]	4	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 5: Energy per site of pure fPEPS and NN-fPEPS for the Fermi-Hubbard model on a 6 × 6 square lattice at 1 / 9 hole doping ( N e = 32 , N ↑ = N ↓ = 16 ). The DMRG reference energy per site is - 0.6573063 [ 19 ] .
2507.10705	no	Neural Network-Augmented Pfaffian Wave-functions for Scalable Simulations of Interacting Fermions	Hubbard/square_36_P_18_4	SUB-EXACT	-1.147397817		-33.829	exact/limit		html	1	6	E ED / N site	N=6,L=6,4x4	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 2: Raw data of Fig. 4 in the 4 × 4 lattice with particle density n = 5 / 8 .
2507.10705	no	Neural Network-Augmented Pfaffian Wave-functions for Scalable Simulations of Interacting Fermions	Hubbard/square_36_P_18_4	SUB-EXACT	-1.147396	0.000007	-33.829	variational?		html	1	6	E / N site	N=6,L=6,4x4	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 2: Raw data of Fig. 4 in the 4 × 4 lattice with particle density n = 5 / 8 .
2511.07566	no	Superconductivity in the two-dimensional Hubbard model revealed by neural quantum states	Hubbard/square_36_P_18_4	SUB-EXACT	-0.92516	0.00005	-7.908	variational?		html	6	6	E/N	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 7: Energy and variance per site of the lowest energy wavefunction on the 144 site cluster at various U
2511.07566	no	Superconductivity in the two-dimensional Hubbard model revealed by neural quantum states	Hubbard/square_36_P_18_4	SUB-EXACT	-0.91859	0.00006	-7.142	variational?		html	7	6	Energy	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 8: Energy and variance per site of the lowest energy wavefunction on 288 site cluster at various U
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.7633		10.971	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.7591		11.461	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_36_P_18_4	WEAKER	-0.5839		31.896	variational?		pdf	0	6	transition type	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2404.07869	yes	Accurate neural quantum states for interacting lattice bosons	Hubbard/square_36_P_18_4	WEAKER	-0.54191	0.00007	36.793	variational?		pdf	25	6	0  -0.446(1)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 2: Variational figures of merit at U/J = 16.8. 12 288 samples were used in optimizing the networks of depth D = 6 and D = 8 for the largest system size, 8192 otherwise.
2404.07869	yes	Accurate neural quantum states for interacting lattice bosons	Hubbard/square_36_P_18_4	WEAKER	-0.54162	0.00005	36.827	variational?		pdf	25	6	0  -0.446(1)	N=6,L=6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	Table 2: Variational figures of merit at U/J = 16.8. 12 288 samples were used in optimizing the networks of depth D = 6 and D = 8 for the largest system size, 8192 otherwise.
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5278		38.439	variational?		pdf	2	6 × 6	Ref.1	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5263		38.614	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5257		38.684	variational?		pdf	2	6 × 6	BW2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5254		38.719	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5241		38.871	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.523		38.999	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5188		39.489	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5186		39.512	variational?		pdf	2	6 × 6	BW1	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_4	WEAKER	-0.5181		39.570	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.857361111111111	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.857361111111111	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2308.11823	yes	Solving Fermi-Hubbard-type Models by Tensor Representations of Backflow Corrections	Hubbard/square_36_P_18_8	SUB-EXACT	-0.7633		-44.625	variational?		pdf	2	6 × 6	Ref.2	6x6	filling=UNSTATED(instance delta=0.0000)	-0.5277777777777778	AFQMC, sign-problem-free at half filling (tau = 0.01, Trotter error below the statistical error)	-0.5277777777777778	TABLE III. Comparisons of energies(per site) for the Fermi- Hubbard model on rectangular lattices with PBC. Reference energies for n = 1 are from the AFQMC27. For n = 0.875, the Ref.1 are from NN backflow18 and the Ref.2 are from
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	Hubbard/square_64_PA_32_4	SUB-EXACT	-1.186744		-37.643	variational?		pdf	1	44/64 8×8	Condition	8x8,12x12,10x10	filling=UNSTATED(instance delta=0.0000)	-0.8621875	VMC Hidden Fermion Determinant State Ansatz (N_hidden = 16. Single hidden layer fully connected net with alpha = 1). Soft mean-field constraint for Neel order.	-0.86421875	1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_64_PA_32_4	SUB-EXACT	-1.1636	0	-34.959	projected?		pdf	2	8 × 8	QMC	8x8	filling=UNSTATED(instance delta=0.0000)	-0.8621875	VMC Hidden Fermion Determinant State Ansatz (N_hidden = 16. Single hidden layer fully connected net with alpha = 1). Soft mean-field constraint for Neel order.	-0.86421875	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
2606.00924	no	Locality-Induced Hierarchical Backflow Wavefunctions for Correlated Fermions	Hubbard/square_64_PA_32_4	SUB-EXACT	-1.1626		-34.843	variational?		pdf	2	8 × 8	K = 1	8x8	filling=UNSTATED(instance delta=0.0000)	-0.8621875	VMC Hidden Fermion Determinant State Ansatz (N_hidden = 16. Single hidden layer fully connected net with alpha = 1). Soft mean-field constraint for Neel order.	-0.86421875	TABLE II. Energies per site for the Hubbard model at half-ﬁlling under periodic boundary conditions, for U = 2, 4, 6, and 8. For U = 8, results are shown for HB depths K = 0, 1, and 2. The energy sampling errors are around 0.0003. Reference energies are from AFQMC [43]. Size U = 2 U = 4 U = 6 U = 8 
